car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats
Maruti Swift Dzire,Maruti,Swift Dzire,6,75137,Dealer,Diesel,Manual,26.59,1248,74.0,5
Jaguar XF,Jaguar,XF,5,28000,Dealer,Diesel,Automatic,19.33,1999,177.0,5
Tata Nexon,Tata,Nexon,3,27000,Dealer,Diesel,Manual,21.5,1497,108.5,5
Ford Figo,Ford,Figo,8,125000,Individual,Diesel,Manual,20.0,1399,68.1,5
Toyota Innova,Toyota,Innova,4,74030,Dealer,Diesel,Manual,13.68,2393,147.51,7
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,54000,Dealer,Diesel,Automatic,14.94,2143,204.0,5
Hyundai i20,Hyundai,i20,8,70000,Individual,Diesel,Manual,21.9,1396,88.76,5
Hyundai Verna,Hyundai,Verna,2,28000,Individual,Diesel,Manual,22.0,1582,126.2,5
Maruti Wagon R,Maruti,Wagon R,8,57835,Dealer,Petrol,Manual,21.79,998,67.05,5
Tata Nexon,Tata,Nexon,3,50000,Individual,Diesel,Manual,21.5,1497,108.5,5
Maruti Swift Dzire,Maruti,Swift Dzire,10,83000,Dealer,Diesel,Manual,19.3,1248,73.9,5
Maruti Baleno,Maruti,Baleno,5,92000,Dealer,Petrol,Manual,21.4,1197,83.1,5
Volkswagen Polo,Volkswagen,Polo,5,34000,Dealer,Petrol,Automatic,17.21,1197,103.5,5
Maruti Eeco,Maruti,Eeco,2,34197,Dealer,Petrol,Manual,16.11,1196,72.42,5
Maruti Celerio,Maruti,Celerio,5,16393,Dealer,Petrol,Automatic,21.63,998,67.04,5
Maruti Ignis,Maruti,Ignis,4,43000,Individual,Petrol,Manual,20.89,1197,81.8,5
Honda Amaze,Honda,Amaze,3,10000,Individual,Petrol,Automatic,19.0,1199,88.76,5
Ford Ecosport,Ford,Ecosport,2,19925,Individual,Diesel,Manual,23.0,1498,98.96,5
Hyundai i20,Hyundai,i20,2,3500,Dealer,Diesel,Manual,22.54,1396,88.73,5
Datsun GO,Datsun,GO,6,19000,Dealer,Petrol,Manual,20.63,1198,67.06,5
Datsun GO,Datsun,GO,4,24000,Individual,Petrol,Manual,19.44,1198,67.0,7
Maruti Swift,Maruti,Swift,11,27284,Dealer,Petrol,Manual,16.1,1197,85.0,5
Renault Duster,Renault,Duster,7,120000,Individual,Diesel,Manual,19.01,1461,108.45,5
Honda Jazz,Honda,Jazz,3,22000,Dealer,Petrol,Automatic,18.2,1199,88.7,5
Maruti Swift Dzire,Maruti,Swift Dzire,4,25000,Dealer,Diesel,Manual,28.4,1248,74.02,5
Skoda Superb,Skoda,Superb,10,71000,Dealer,Petrol,Automatic,13.7,1798,157.75,5
Maruti Swift,Maruti,Swift,5,71245,Dealer,Diesel,Manual,28.4,1248,74.0,5
Hyundai Verna,Hyundai,Verna,15,148000,Individual,Diesel,Manual,16.8,1493,110.0,5
Honda City,Honda,City,2,9000,Individual,Diesel,Manual,25.6,1498,97.9,5
Maruti Swift Dzire,Maruti,Swift Dzire,8,45000,Individual,Diesel,Manual,23.4,1248,74.0,5
Mahindra XUV500,Mahindra,XUV500,3,50000,Individual,Diesel,Manual,16.0,2179,140.0,7
Mahindra Scorpio,Mahindra,Scorpio,6,59999,Dealer,Diesel,Manual,15.4,1997,120.0,7
Maruti Wagon R,Maruti,Wagon R,13,80000,Individual,Petrol,Manual,18.9,1061,67.0,5
Hyundai i10,Hyundai,i10,11,60000,Individual,Petrol,Manual,20.36,1197,78.9,5
Hyundai Creta,Hyundai,Creta,5,120000,Individual,Diesel,Manual,19.67,1582,126.2,5
Maruti Swift,Maruti,Swift,10,70255,Dealer,Petrol,Manual,16.1,1197,85.0,5
Maruti Eeco,Maruti,Eeco,2,25000,Individual,Petrol,Manual,15.37,1196,73.0,5
Hyundai Grand,Hyundai,Grand,3,15000,Individual,Petrol,Manual,18.9,1197,81.86,5
Honda Amaze,Honda,Amaze,2,5000,Individual,Petrol,Manual,19.5,1199,88.76,5
Toyota Innova,Toyota,Innova,5,80000,Individual,Diesel,Manual,12.99,2494,100.6,7
Maruti Ciaz,Maruti,Ciaz,5,40000,Individual,Petrol,Manual,20.73,1373,91.1,5
Volkswagen Polo,Volkswagen,Polo,9,58000,Dealer,Petrol,Manual,18.78,999,75.0,5
Maruti Wagon R,Maruti,Wagon R,14,70000,Individual,Petrol,Manual,18.9,1061,67.0,5
Mahindra Scorpio,Mahindra,Scorpio,2,70000,Individual,Diesel,Manual,9.0,2179,120.0,5
Ford Ecosport,Ford,Ecosport,4,26000,Individual,Diesel,Manual,23.0,1498,98.96,5
Hyundai Creta,Hyundai,Creta,5,43031,Dealer,Diesel,Manual,21.38,1396,88.7,5
Hyundai Grand,Hyundai,Grand,4,25100,Dealer,Petrol,Manual,18.9,1197,82.0,5
Maruti Wagon R,Maruti,Wagon R,7,37000,Individual,Petrol,Manual,20.51,998,67.04,5
Mahindra Scorpio,Mahindra,Scorpio,7,120000,Individual,Diesel,Automatic,11.79,2179,120.0,8
Maruti Ciaz,Maruti,Ciaz,6,67181,Dealer,Diesel,Manual,26.21,1248,88.5,5
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,8,70000,Dealer,Diesel,Automatic,11.3,2987,254.8,7
Maruti Swift,Maruti,Swift,4,43733,Dealer,Petrol,Manual,20.4,1197,81.8,5
Mahindra Scorpio,Mahindra,Scorpio,6,120000,Individual,Diesel,Manual,15.4,2179,120.0,7
Hyundai i10,Hyundai,i10,11,70000,Individual,Petrol,Manual,19.81,1086,68.05,5
Mahindra Scorpio,Mahindra,Scorpio,5,55000,Dealer,Diesel,Manual,15.4,2179,120.0,8
Maruti Alto,Maruti,Alto,3,29000,Individual,Petrol,Manual,24.7,796,47.3,5
Maruti Ertiga,Maruti,Ertiga,5,84000,Dealer,Diesel,Manual,24.52,1248,88.5,7
Jeep Compass,Jeep,Compass,3,40000,Individual,Diesel,Manual,17.1,1956,170.0,5
Ford Ecosport,Ford,Ecosport,5,55000,Dealer,Diesel,Manual,22.7,1498,89.84,5
Maruti Ciaz,Maruti,Ciaz,6,75000,Dealer,Diesel,Manual,28.09,1248,88.5,5
Datsun GO,Datsun,GO,2,10000,Individual,Petrol,Manual,19.83,1198,67.0,5
Ford Ecosport,Ford,Ecosport,5,72000,Dealer,Diesel,Manual,21.7,1498,98.96,5
BMW 3,BMW,3,5,71000,Dealer,Diesel,Automatic,21.76,1995,188.0,5
Ford Freestyle,Ford,Freestyle,2,10000,Individual,Diesel,Manual,24.4,1498,98.63,5
Hyundai i20,Hyundai,i20,4,24000,Dealer,Diesel,Manual,22.54,1396,88.73,5
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,68000,Dealer,Diesel,Automatic,14.21,2143,203.0,5
Maruti Ciaz,Maruti,Ciaz,1,5000,Individual,Diesel,Manual,26.32,1498,93.87,5
Maruti Swift Dzire,Maruti,Swift Dzire,10,70000,Individual,Petrol,Manual,17.5,1197,85.8,5
Ford Figo,Ford,Figo,9,35000,Dealer,Petrol,Manual,15.6,1196,70.0,5
Volkswagen Polo,Volkswagen,Polo,11,39800,Individual,Petrol,Manual,16.47,1198,73.9,5
Maruti Ciaz,Maruti,Ciaz,7,43612,Dealer,Petrol,Manual,20.73,1373,91.1,5
Hyundai Grand,Hyundai,Grand,4,33000,Dealer,Petrol,Manual,18.9,1197,81.86,5
Maruti Alto,Maruti,Alto,2,20000,Individual,Petrol,Manual,23.95,998,67.05,5
Honda City,Honda,City,9,60000,Individual,Petrol,Automatic,16.8,1497,116.4,5
Jaguar XE,Jaguar,XE,4,15000,Dealer,Petrol,Automatic,13.6,1999,197.13,5
Maruti Swift,Maruti,Swift,7,75328,Dealer,Petrol,Manual,21.21,1197,81.8,5
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,17000,Dealer,Diesel,Automatic,19.27,2143,167.62,5
Maruti Swift,Maruti,Swift,11,74000,Dealer,Diesel,Manual,28.4,1248,74.0,5
Maruti Wagon R,Maruti,Wagon R,9,43000,Dealer,Petrol,Manual,21.79,998,67.05,5
Toyota Innova,Toyota,Innova,6,70000,Dealer,Diesel,Manual,12.99,2494,100.0,7
Maruti Swift,Maruti,Swift,11,78300,Dealer,Petrol,Manual,16.1,1197,85.0,5
Hyundai Tucson,Hyundai,Tucson,4,62450,Dealer,Diesel,Automatic,16.38,1995,182.46,5
Mahindra XUV500,Mahindra,XUV500,2,10000,Individual,Diesel,Manual,15.1,2179,152.87,7
Hyundai Verna,Hyundai,Verna,5,53400,Dealer,Petrol,Manual,17.01,1591,121.3,5
Toyota Fortuner,Toyota,Fortuner,2,590000,Dealer,Diesel,Manual,14.24,2755,174.5,7
Maruti Baleno,Maruti,Baleno,3,17947,Dealer,Petrol,Automatic,21.4,1197,83.1,5
Maruti Baleno,Maruti,Baleno,2,10000,Dealer,Petrol,Manual,21.4,1197,83.1,5
Maruti Alto,Maruti,Alto,4,27265,Dealer,Petrol,Automatic,23.95,998,67.1,5
Mahindra XUV500,Mahindra,XUV500,4,112000,Dealer,Diesel,Manual,16.0,2179,140.0,7
Hyundai Creta,Hyundai,Creta,4,55321,Dealer,Diesel,Manual,19.67,1582,126.2,5
Ford Ecosport,Ford,Ecosport,6,61000,Dealer,Petrol,Automatic,14.7,1496,120.69,5
Mahindra Bolero,Mahindra,Bolero,5,120000,Individual,Diesel,Manual,15.96,2523,62.1,9
Maruti Alto,Maruti,Alto,8,70000,Individual,Petrol,Manual,22.74,796,47.3,5
Ford Figo,Ford,Figo,5,35000,Dealer,Petrol,Manual,18.16,1196,86.8,5
Renault KWID,Renault,KWID,4,25000,Dealer,Petrol,Manual,23.01,999,67.0,5
Maruti Alto,Maruti,Alto,11,100000,Individual,Petrol,Manual,19.7,796,46.3,5
Hyundai Santro,Hyundai,Santro,2,20660,Dealer,CNG,Manual,30.48,1086,58.0,5
Ford Figo,Ford,Figo,9,55261,Dealer,Diesel,Manual,20.0,1399,68.05,5
Maruti Wagon R,Maruti,Wagon R,6,56931,Dealer,Petrol,Manual,20.51,998,67.04,5
Hyundai i20,Hyundai,i20,3,30000,Dealer,Petrol,Manual,17.19,1197,81.86,5
Honda City,Honda,City,3,20000,Dealer,Petrol,Manual,17.8,1498,119.35,5
Hyundai i20,Hyundai,i20,10,52000,Dealer,Petrol,Manual,18.5,1197,80.0,5
Maruti Baleno,Maruti,Baleno,4,40000,Dealer,Diesel,Manual,27.39,1248,74.0,5
Hyundai Grand,Hyundai,Grand,7,15408,Dealer,Petrol,Manual,18.9,1197,81.86,5
Hyundai Grand,Hyundai,Grand,4,50021,Dealer,Petrol,Manual,18.9,1197,82.0,5
Honda Amaze,Honda,Amaze,3,70000,Individual,Petrol,Automatic,18.1,1199,88.7,5
Maruti Swift,Maruti,Swift,5,85263,Dealer,Diesel,Manual,25.2,1248,74.0,5
Maruti Ertiga,Maruti,Ertiga,9,100000,Individual,Diesel,Manual,20.77,1248,88.8,7
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,68000,Dealer,Diesel,Automatic,13.0,2143,201.1,5
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,22800,Dealer,Petrol,Automatic,11.74,1796,186.0,5
Skoda Superb,Skoda,Superb,12,98000,Dealer,Diesel,Automatic,17.2,1968,138.03,5
Toyota Fortuner,Toyota,Fortuner,11,182432,Dealer,Diesel,Manual,11.5,2982,171.0,7
Maruti Swift,Maruti,Swift,1,10000,Individual,Petrol,Manual,21.21,1197,81.8,5
Maruti Celerio,Maruti,Celerio,4,7500,Individual,Petrol,Manual,23.1,998,67.04,5
Hyundai Santro,Hyundai,Santro,14,60000,Individual,Petrol,Manual,17.8,1086,63.0,5
Honda City,Honda,City,6,70500,Dealer,Diesel,Manual,26.0,1498,98.6,5
Honda City,Honda,City,5,47129,Dealer,Diesel,Manual,26.0,1498,98.6,5
Hyundai Verna,Hyundai,Verna,5,35000,Individual,Diesel,Manual,24.8,1396,88.7,5
Audi A4,Audi,A4,11,74000,Dealer,Diesel,Automatic,17.11,1968,174.33,5
Mahindra XUV500,Mahindra,XUV500,3,27300,Individual,Diesel,Automatic,15.1,2179,152.87,7
Ford Ecosport,Ford,Ecosport,3,11000,Dealer,Petrol,Automatic,14.8,1497,121.36,5
Maruti Ciaz,Maruti,Ciaz,4,34834,Dealer,Petrol,Manual,20.73,1373,91.1,5
Mahindra Scorpio,Mahindra,Scorpio,7,30000,Dealer,Diesel,Manual,15.4,1997,120.0,9
Hyundai Grand,Hyundai,Grand,6,45000,Dealer,Petrol,Automatic,18.9,1197,82.0,5
Hyundai Grand,Hyundai,Grand,5,8700,Dealer,Petrol,Manual,18.9,1197,82.0,5
Hyundai Verna,Hyundai,Verna,9,78000,Dealer,Petrol,Manual,17.1,1591,121.3,5
Renault KWID,Renault,KWID,4,10000,Individual,Petrol,Manual,25.17,799,53.3,5
Maruti Ciaz,Maruti,Ciaz,5,77185,Dealer,Petrol,Manual,20.73,1373,91.1,5
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,77000,Dealer,Diesel,Automatic,19.27,2143,167.62,5
Audi A4,Audi,A4,5,51000,Dealer,Diesel,Automatic,18.25,1968,187.74,5
Toyota Innova,Toyota,Innova,10,118000,Dealer,Diesel,Manual,12.8,2494,102.0,8
Maruti Swift Dzire,Maruti,Swift Dzire,4,48000,Dealer,Diesel,Automatic,28.4,1248,74.02,5
Maruti Wagon R,Maruti,Wagon R,4,3192,Dealer,Petrol,Manual,20.51,998,67.04,5
Honda Amaze,Honda,Amaze,5,62156,Dealer,Diesel,Manual,25.8,1498,98.6,5
Toyota Innova,Toyota,Innova,8,148712,Dealer,Diesel,Manual,12.99,2494,100.6,7
Maruti Celerio,Maruti,Celerio,5,36000,Dealer,Petrol,Automatic,23.1,998,67.04,5
Maruti Ciaz,Maruti,Ciaz,4,64000,Dealer,Diesel,Manual,28.09,1248,88.5,5
Maruti Celerio,Maruti,Celerio,3,20365,Trustmark Dealer,Petrol,Manual,23.1,998,67.04,5
Toyota Innova,Toyota,Innova,12,180000,Individual,Diesel,Manual,12.8,2494,102.0,7
Maruti Swift Dzire,Maruti,Swift Dzire,5,50000,Dealer,Diesel,Manual,19.3,1248,73.9,5
Hyundai Santro,Hyundai,Santro,14,56000,Dealer,Petrol,Manual,17.8,1086,63.0,5
Hyundai Grand,Hyundai,Grand,4,17000,Individual,Petrol,Manual,18.9,1197,82.0,5
BMW X3,BMW,X3,1,34000,Dealer,Diesel,Automatic,18.56,1995,190.0,5
Maruti Wagon R,Maruti,Wagon R,12,69000,Dealer,Petrol,Manual,21.79,998,67.05,5
Volkswagen Vento,Volkswagen,Vento,8,100000,Dealer,Diesel,Manual,20.34,1498,103.2,5
Toyota Fortuner,Toyota,Fortuner,11,110000,Dealer,Diesel,Manual,11.5,2982,171.0,7
Ford Aspire,Ford,Aspire,4,70000,Individual,Diesel,Manual,25.83,1498,99.0,5
Honda City,Honda,City,14,77433,Dealer,Petrol,Manual,12.8,1493,100.0,5
Hyundai i10,Hyundai,i10,5,35000,Individual,Petrol,Manual,19.81,1086,68.05,5
Maruti Wagon R,Maruti,Wagon R,8,33000,Dealer,Petrol,Manual,18.9,998,67.1,5
Honda City,Honda,City,12,58000,Dealer,Petrol,Manual,17.0,1497,118.0,5
Hyundai Verna,Hyundai,Verna,8,74000,Dealer,Petrol,Manual,17.01,1591,121.3,5
Maruti Baleno,Maruti,Baleno,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5
Maruti Swift,Maruti,Swift,6,101000,Dealer,Diesel,Manual,28.4,1248,74.0,5
Hyundai i20,Hyundai,i20,5,49515,Dealer,Petrol,Manual,18.5,1197,80.0,5
Honda City,Honda,City,4,32000,Dealer,Petrol,Manual,17.4,1497,117.6,5
Ford Figo,Ford,Figo,11,45000,Dealer,Petrol,Manual,15.6,1196,70.0,5
Tata Hexa,Tata,Hexa,3,57000,Individual,Diesel,Manual,17.6,2179,147.94,7
Mahindra Bolero,Mahindra,Bolero,3,50000,Individual,Diesel,Manual,16.5,1493,70.0,7
Maruti Swift Dzire,Maruti,Swift Dzire,4,120000,Individual,Petrol,Manual,19.0,1197,85.8,5
Toyota Innova,Toyota,Innova,8,117000,Dealer,Diesel,Manual,12.99,2494,100.0,7
Hyundai i20,Hyundai,i20,5,75000,Individual,Petrol,Manual,18.6,1197,81.83,5
Maruti Ciaz,Maruti,Ciaz,6,48000,Dealer,Diesel,Manual,26.21,1248,88.5,5
Maruti Wagon R,Maruti,Wagon R,7,46652,Trustmark Dealer,Petrol,Manual,20.51,998,67.04,5
Hyundai i10,Hyundai,i10,12,57000,Individual,Petrol,Manual,19.81,1086,68.05,5
Skoda Rapid,Skoda,Rapid,7,63063,Dealer,Diesel,Manual,20.5,1598,103.5,5
Maruti Alto,Maruti,Alto,3,12000,Individual,Petrol,Manual,24.7,796,47.3,5
Honda WR-V,Honda,WR-V,2,23500,Dealer,Petrol,Manual,17.5,1199,88.7,5
BMW 5,BMW,5,7,76000,Dealer,Diesel,Automatic,18.12,1995,190.0,5
Maruti Baleno,Maruti,Baleno,3,50000,Individual,Petrol,Manual,21.4,1197,83.1,5
Maruti Celerio,Maruti,Celerio,6,11668,Individual,Petrol,Manual,23.1,998,67.04,5
Volkswagen Polo,Volkswagen,Polo,4,35000,Dealer,Petrol,Automatic,17.21,1197,103.6,5
Maruti Alto,Maruti,Alto,9,43043,Individual,Petrol,Manual,20.92,998,67.1,5
Hyundai i10,Hyundai,i10,5,47000,Dealer,Petrol,Manual,20.36,1197,78.9,5
Hyundai i20,Hyundai,i20,7,100000,Individual,Diesel,Manual,22.54,1396,88.73,5
Honda Jazz,Honda,Jazz,3,31909,Dealer,Petrol,Manual,18.7,1199,88.7,5
Maruti Eeco,Maruti,Eeco,2,40000,Individual,CNG,Manual,21.94,1196,61.7,5
Hyundai i10,Hyundai,i10,11,171289,Individual,Petrol,Manual,20.36,1197,78.9,5
Maruti Wagon R,Maruti,Wagon R,6,22000,Dealer,Petrol,Manual,20.51,998,67.04,5
Honda CR-V,Honda,CR-V,6,80000,Dealer,Petrol,Automatic,13.7,1997,153.86,5
Maruti Eeco,Maruti,Eeco,8,72000,Dealer,CNG,Manual,20.88,1196,61.7,5
BMW 3,BMW,3,9,41500,Individual,Petrol,Automatic,12.05,1995,154.0,5
Mahindra Scorpio,Mahindra,Scorpio,2,52484,Dealer,Diesel,Manual,16.36,2179,140.0,7
Maruti Alto,Maruti,Alto,7,30000,Individual,Petrol,Manual,23.95,998,67.05,5
Hyundai i20,Hyundai,i20,3,114252,Individual,Diesel,Manual,22.54,1396,88.73,5
Hyundai i20,Hyundai,i20,3,29000,Individual,Petrol,Manual,18.6,1197,81.83,5
Skoda Superb,Skoda,Superb,9,55000,Dealer,Petrol,Automatic,13.7,1798,157.75,5
Skoda Rapid,Skoda,Rapid,8,90000,Dealer,Diesel,Manual,20.5,1598,103.5,5
Maruti Alto,Maruti,Alto,12,60000,Individual,Petrol,Manual,19.7,796,46.3,5
Hyundai Verna,Hyundai,Verna,7,61950,Dealer,Diesel,Manual,22.32,1582,126.32,5
Maruti Swift,Maruti,Swift,6,56000,Dealer,Diesel,Manual,25.2,1248,74.0,5
Hyundai Creta,Hyundai,Creta,5,110000,Individual,Diesel,Manual,21.38,1396,88.7,5
Maruti Swift,Maruti,Swift,4,45000,Dealer,Diesel,Manual,28.4,1248,74.0,5
Hyundai Verna,Hyundai,Verna,4,10000,Dealer,Diesel,Manual,23.9,1582,126.32,5
Maruti Wagon R,Maruti,Wagon R,6,60000,Individual,Petrol,Automatic,20.51,998,67.0,5
Maruti Wagon R,Maruti,Wagon R,3,53237,Trustmark Dealer,CNG,Manual,26.6,998,58.16,5
Hyundai i20,Hyundai,i20,6,80131,Dealer,Diesel,Manual,22.54,1396,88.73,5
Honda City,Honda,City,6,50000,Dealer,Petrol,Automatic,18.0,1497,117.3,5
Hyundai i20,Hyundai,i20,6,51000,Individual,Petrol,Manual,18.6,1197,81.83,5
Honda Jazz,Honda,Jazz,3,19000,Dealer,Petrol,Automatic,18.2,1199,88.7,5
Mahindra XUV500,Mahindra,XUV500,6,42000,Dealer,Diesel,Manual,15.1,2179,140.0,7
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,12,78000,Individual,Diesel,Automatic,14.21,2143,203.0,5
Maruti Alto,Maruti,Alto,15,74650,Dealer,Petrol,Manual,19.7,796,46.3,5
Hyundai Grand,Hyundai,Grand,5,19000,Dealer,Petrol,Manual,18.9,1197,82.0,5
Skoda Superb,Skoda,Superb,12,70000,Dealer,Petrol,Automatic,13.7,1798,157.75,5
Maruti Swift,Maruti,Swift,13,93000,Dealer,Petrol,Manual,16.1,1298,88.2,5
Tata Tiago,Tata,Tiago,2,12000,Individual,Petrol,Manual,23.84,1199,84.0,5
Maruti Alto,Maruti,Alto,5,71000,Dealer,Petrol,Manual,24.7,796,47.3,5
Maruti Wagon R,Maruti,Wagon R,9,60000,Individual,CNG,Manual,26.2,998,58.2,5
Hyundai i20,Hyundai,i20,4,48000,Individual,Petrol,Manual,17.19,1197,81.86,5
Maruti Swift,Maruti,Swift,8,55204,Dealer,Diesel,Manual,22.9,1248,74.0,5
Hyundai Verna,Hyundai,Verna,8,66000,Individual,Diesel,Manual,22.32,1582,126.32,5
Hyundai Venue,Hyundai,Venue,2,10000,Individual,Petrol,Automatic,18.15,998,118.35,5
Toyota Innova,Toyota,Innova,12,150000,Dealer,Diesel,Manual,12.8,2494,102.0,8
Honda Civic,Honda,Civic,15,100000,Individual,Petrol,Manual,13.5,1799,130.0,5
Maruti Swift Dzire,Maruti,Swift Dzire,9,14000,Dealer,Diesel,Manual,28.4,1248,74.02,5
Toyota Innova,Toyota,Innova,10,113200,Dealer,Diesel,Manual,12.99,2494,100.6,7
Maruti Wagon R,Maruti,Wagon R,7,35000,Individual,Petrol,Manual,20.51,998,67.04,5
Maruti Swift Dzire,Maruti,Swift Dzire,4,124000,Dealer,Diesel,Manual,23.4,1248,74.0,5
Volkswagen Polo,Volkswagen,Polo,7,62051,Dealer,Diesel,Manual,20.14,1498,88.8,5
Honda City,Honda,City,10,72000,Individual,Petrol,Manual,17.0,1497,118.0,5
Maruti Swift Dzire,Maruti,Swift Dzire,9,80000,Individual,Petrol,Manual,17.5,1197,85.8,5
Ford Figo,Ford,Figo,9,70000,Individual,Diesel,Manual,20.0,1399,68.0,5
Maruti Wagon R,Maruti,Wagon R,6,45243,Dealer,Petrol,Manual,18.9,998,67.1,5
Maruti Alto,Maruti,Alto,2,40000,Individual,Petrol,Manual,24.7,796,47.3,5
Maruti Swift,Maruti,Swift,3,40000,Individual,Petrol,Automatic,22.0,1197,81.8,5
Mahindra Bolero,Mahindra,Bolero,2,20000,Individual,Diesel,Manual,16.5,1493,70.0,7
Hyundai i20,Hyundai,i20,8,96000,Individual,Diesel,Manual,21.9,1396,88.8,5
Honda City,Honda,City,8,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5
Toyota Innova,Toyota,Innova,6,114000,Dealer,Diesel,Manual,12.99,2494,100.6,7
Honda City,Honda,City,4,35000,Individual,Petrol,Manual,17.4,1497,117.3,5
Skoda Superb,Skoda,Superb,12,61205,Dealer,Petrol,Automatic,13.7,1798,157.75,5
Volvo XC,Volvo,XC,8,122000,Dealer,Diesel,Automatic,11.1,2400,200.0,7
Datsun GO,Datsun,GO,4,40000,Individual,Petrol,Manual,19.44,1198,67.0,7
Maruti Swift,Maruti,Swift,8,50000,Individual,Petrol,Manual,18.6,1197,85.8,5
Honda CR-V,Honda,CR-V,5,62000,Dealer,Petrol,Automatic,14.4,1997,151.89,5
Hyundai Verna,Hyundai,Verna,8,72156,Dealer,Diesel,Manual,22.32,1582,126.32,5
Land Rover Rover,Land Rover,Rover,3,18000,Dealer,Diesel,Automatic,18.0,2993,255.0,7
Honda City,Honda,City,5,30000,Individual,Petrol,Manual,17.8,1497,117.3,5
Mahindra Scorpio,Mahindra,Scorpio,13,154000,Individual,Diesel,Manual,10.5,2609,120.0,7
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,89172,Dealer,Diesel,Automatic,19.27,2143,170.0,5
Hyundai i20,Hyundai,i20,2,40000,Individual,Diesel,Manual,22.54,1396,88.76,5
Maruti Swift Dzire,Maruti,Swift Dzire,3,110000,Individual,Diesel,Manual,23.4,1248,74.0,5
Honda WR-V,Honda,WR-V,3,68368,Dealer,Diesel,Manual,25.5,1498,98.6,5
Renault Duster,Renault,Duster,8,80000,Individual,Diesel,Manual,20.45,1461,83.8,5
Maruti Baleno,Maruti,Baleno,2,5000,Individual,Petrol,Automatic,21.4,1197,83.1,5
Maruti Alto,Maruti,Alto,4,20000,Individual,Petrol,Manual,23.95,998,67.05,5
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,9,66000,Dealer,Diesel,Manual,15.8,2148,170.0,5
Hyundai i20,Hyundai,i20,6,70000,Individual,Diesel,Manual,22.54,1396,88.73,5
Hyundai i20,Hyundai,i20,11,97845,Dealer,Diesel,Manual,21.27,1396,88.76,5
Tata Nexon,Tata,Nexon,3,25000,Individual,Diesel,Manual,21.5,1497,108.5,5
Hyundai i20,Hyundai,i20,6,80000,Individual,Petrol,Manual,18.6,1197,81.83,5
Mahindra Scorpio,Mahindra,Scorpio,8,110000,Individual,Diesel,Automatic,11.79,2179,120.0,8
Toyota Innova,Toyota,Innova,2,6006,Dealer,Diesel,Manual,13.68,2393,147.51,7
Maruti Ciaz,Maruti,Ciaz,6,48000,Dealer,Petrol,Automatic,19.12,1373,91.1,5
Hyundai Verna,Hyundai,Verna,3,15000,Individual,Diesel,Manual,22.0,1582,126.2,5
Hyundai Grand,Hyundai,Grand,3,40000,Individual,Petrol,Manual,18.9,1197,81.86,5
Maruti Swift,Maruti,Swift,8,20000,Individual,Petrol,Manual,18.6,1197,85.8,5
Honda City,Honda,City,6,65122,Dealer,Diesel,Manual,26.0,1498,98.6,5
Maruti Swift,Maruti,Swift,8,225000,Individual,Diesel,Manual,22.9,1248,74.0,5
Honda City,Honda,City,4,54000,Dealer,Petrol,Automatic,18.0,1497,117.3,5
Maruti Dzire ZXI,Maruti,Dzire ZXI,6,41021,Dealer,Petrol,Manual,23.26,1197,88.5,5
Toyota Fortuner,Toyota,Fortuner,10,85000,Dealer,Diesel,Manual,11.5,2982,171.0,7
Honda City,Honda,City,11,80000,Individual,Petrol,Manual,17.0,1497,118.0,5
Hyundai i20,Hyundai,i20,4,57000,Dealer,Petrol,Manual,18.6,1197,81.86,5
Honda CR-V,Honda,CR-V,13,120000,Dealer,Petrol,Automatic,10.1,2354,152.0,5
Hyundai Grand,Hyundai,Grand,4,23000,Dealer,Petrol,Manual,18.9,1197,81.86,5
Ford Figo,Ford,Figo,10,40000,Individual,Diesel,Manual,20.0,1399,68.0,5
Maruti Ciaz,Maruti,Ciaz,5,49184,Dealer,Diesel,Manual,26.82,1498,93.87,5
Volkswagen Polo,Volkswagen,Polo,8,44900,Dealer,Petrol,Automatic,17.2,1197,103.6,5
Audi A6,Audi,A6,6,100000,Dealer,Diesel,Automatic,18.53,1968,187.74,5
Hyundai Elantra,Hyundai,Elantra,8,90000,Dealer,Petrol,Manual,16.3,1797,147.5,5
Hyundai Creta,Hyundai,Creta,4,34000,Individual,Diesel,Manual,21.38,1396,88.7,5
Hyundai Verna,Hyundai,Verna,9,74100,Dealer,Petrol,Automatic,17.1,1591,121.4,5
Honda WR-V,Honda,WR-V,3,22000,Dealer,Petrol,Manual,17.5,1199,88.7,5
Maruti Swift Dzire,Maruti,Swift Dzire,9,74600,Individual,Diesel,Manual,19.3,1248,73.9,5
BMW 3,BMW,3,9,50000,Individual,Diesel,Automatic,18.88,1995,184.0,5
