car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,72000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1255150
Hyundai i10,Hyundai,i10,6,40000,Individual,Petrol,Manual,19.81,1086,68.05,5,311188
Renault KWID,Renault,KWID,3,36000,Dealer,Petrol,Automatic,24.04,999,67.0,5,386323
Maruti Alto,Maruti,Alto,6,38000,Dealer,Petrol,Automatic,23.95,998,67.05,5,333510
Maruti Swift Dzire,Maruti,Swift Dzire,3,60000,Individual,Diesel,Manual,28.4,1248,74.02,5,682492
Hyundai Elantra,Hyundai,Elantra,6,50000,Dealer,Petrol,Automatic,14.62,1999,149.92,5,1118265
Hyundai Grand,Hyundai,Grand,6,54000,Dealer,Petrol,Manual,18.9,1197,81.86,5,456600
Volkswagen Polo,Volkswagen,Polo,6,52000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,703720
Maruti Swift Dzire,Maruti,Swift Dzire,8,90000,Individual,Diesel,Manual,23.4,1248,74.0,5,447329
Hyundai i20,Hyundai,i20,11,77000,Dealer,Petrol,Manual,17.0,1197,80.0,5,336210
BMW X1,BMW,X1,3,30000,Individual,Diesel,Automatic,20.68,1995,188.0,5,2874460
Volkswagen Vento,Volkswagen,Vento,7,59000,Dealer,Petrol,Manual,15.04,1598,103.2,5,454820
Honda Amaze,Honda,Amaze,7,46532,Dealer,Diesel,Manual,25.8,1498,98.6,5,362420
Volkswagen Polo,Volkswagen,Polo,6,95000,Dealer,Diesel,Manual,20.14,1498,88.8,5,485410
Toyota Fortuner,Toyota,Fortuner,4,109000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,2600240
Hyundai i10,Hyundai,i10,7,49000,Dealer,Petrol,Manual,19.81,1086,68.05,5,303915
Honda Amaze,Honda,Amaze,8,80000,Dealer,Diesel,Manual,25.8,1498,98.6,5,388392
Maruti Alto,Maruti,Alto,6,25000,Individual,Petrol,Manual,23.95,998,67.05,5,340649
Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,20.92,998,67.1,5,224748
Hyundai Grand,Hyundai,Grand,4,29000,Individual,Petrol,Manual,18.9,1197,81.86,5,515410
Hyundai i10,Hyundai,i10,9,36000,Individual,Petrol,Manual,19.81,1086,68.05,5,301090
Maruti Baleno,Maruti,Baleno,3,21000,Dealer,Petrol,Manual,21.4,1197,83.1,5,657337
Hyundai i10,Hyundai,i10,12,97341,Dealer,Petrol,Manual,20.36,1197,78.9,5,255547
Ford Aspire,Ford,Aspire,5,70000,Individual,Diesel,Manual,25.83,1498,99.0,5,502240
Audi A4,Audi,A4,7,88720,Dealer,Diesel,Automatic,16.55,1968,147.51,5,1361480
Honda Amaze,Honda,Amaze,8,92000,Dealer,Diesel,Manual,25.8,1498,98.6,5,381528
Maruti Swift Dzire,Maruti,Swift Dzire,6,70000,Individual,Petrol,Manual,20.85,1197,83.14,5,549682
Hyundai Grand,Hyundai,Grand,6,38000,Dealer,Petrol,Manual,18.9,1197,82.0,5,398662
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,80000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,2090850
Maruti Wagon R,Maruti,Wagon R,6,62400,Dealer,Petrol,Manual,18.9,998,67.1,5,367355
Hyundai i20,Hyundai,i20,4,33048,Dealer,Petrol,Manual,18.6,1197,81.83,5,653645
Maruti Swift Dzire,Maruti,Swift Dzire,6,75137,Dealer,Diesel,Manual,26.59,1248,74.0,5,575668
Jaguar XF,Jaguar,XF,5,28000,Dealer,Diesel,Automatic,19.33,1999,177.0,5,3220440
Tata Nexon,Tata,Nexon,3,27000,Dealer,Diesel,Manual,21.5,1497,108.5,5,836240
Ford Figo,Ford,Figo,8,125000,Individual,Diesel,Manual,20.0,1399,68.1,5,240654
Toyota Innova,Toyota,Innova,4,74030,Dealer,Diesel,Manual,13.68,2393,147.51,7,1644055
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,54000,Dealer,Diesel,Automatic,14.94,2143,204.0,5,964207
Hyundai i20,Hyundai,i20,8,70000,Individual,Diesel,Manual,21.9,1396,88.76,5,339030
Hyundai Verna,Hyundai,Verna,2,28000,Individual,Diesel,Manual,22.0,1582,126.2,5,1157313
Maruti Wagon R,Maruti,Wagon R,8,57835,Dealer,Petrol,Manual,21.79,998,67.05,5,283860
Tata Nexon,Tata,Nexon,3,50000,Individual,Diesel,Manual,21.5,1497,108.5,5,823588
Maruti Swift Dzire,Maruti,Swift Dzire,10,83000,Dealer,Diesel,Manual,19.3,1248,73.9,5,353680
Maruti Baleno,Maruti,Baleno,5,92000,Dealer,Petrol,Manual,21.4,1197,83.1,5,580170
Volkswagen Polo,Volkswagen,Polo,5,34000,Dealer,Petrol,Automatic,17.21,1197,103.5,5,706150
Maruti Eeco,Maruti,Eeco,2,34197,Dealer,Petrol,Manual,16.11,1196,72.42,5,390486
Maruti Celerio,Maruti,Celerio,5,16393,Dealer,Petrol,Automatic,21.63,998,67.04,5,464520
Maruti Ignis,Maruti,Ignis,4,43000,Individual,Petrol,Manual,20.89,1197,81.8,5,485481
Honda Amaze,Honda,Amaze,3,10000,Individual,Petrol,Automatic,19.0,1199,88.76,5,700025
Ford Ecosport,Ford,Ecosport,2,19925,Individual,Diesel,Manual,23.0,1498,98.96,5,1029000
Hyundai i20,Hyundai,i20,2,3500,Dealer,Diesel,Manual,22.54,1396,88.73,5,883110
Datsun GO,Datsun,GO,6,19000,Dealer,Petrol,Manual,20.63,1198,67.06,5,271885
Datsun GO,Datsun,GO,4,24000,Individual,Petrol,Manual,19.44,1198,67.0,7,432233
Maruti Swift,Maruti,Swift,11,27284,Dealer,Petrol,Manual,16.1,1197,85.0,5,277920
Renault Duster,Renault,Duster,7,120000,Individual,Diesel,Manual,19.01,1461,108.45,5,586400
Honda Jazz,Honda,Jazz,3,22000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,725810
Maruti Swift Dzire,Maruti,Swift Dzire,4,25000,Dealer,Diesel,Manual,28.4,1248,74.02,5,835030
Skoda Superb,Skoda,Superb,10,71000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,470200
Maruti Swift,Maruti,Swift,5,71245,Dealer,Diesel,Manual,28.4,1248,74.0,5,564530
Hyundai Verna,Hyundai,Verna,15,148000,Individual,Diesel,Manual,16.8,1493,110.0,5,156947
Honda City,Honda,City,2,9000,Individual,Diesel,Manual,25.6,1498,97.9,5,1031140
Maruti Swift Dzire,Maruti,Swift Dzire,8,45000,Individual,Diesel,Manual,23.4,1248,74.0,5,480945
Mahindra XUV500,Mahindra,XUV500,3,50000,Individual,Diesel,Manual,16.0,2179,140.0,7,1401600
Mahindra Scorpio,Mahindra,Scorpio,6,59999,Dealer,Diesel,Manual,15.4,1997,120.0,7,1002497
Maruti Wagon R,Maruti,Wagon R,13,80000,Individual,Petrol,Manual,18.9,1061,67.0,5,141082
Hyundai i10,Hyundai,i10,11,60000,Individual,Petrol,Manual,20.36,1197,78.9,5,232756
Hyundai Creta,Hyundai,Creta,5,120000,Individual,Diesel,Manual,19.67,1582,126.2,5,940190
Maruti Swift,Maruti,Swift,10,70255,Dealer,Petrol,Manual,16.1,1197,85.0,5,294430
Maruti Eeco,Maruti,Eeco,2,25000,Individual,Petrol,Manual,15.37,1196,73.0,5,387560
Hyundai Grand,Hyundai,Grand,3,15000,Individual,Petrol,Manual,18.9,1197,81.86,5,495074
Honda Amaze,Honda,Amaze,2,5000,Individual,Petrol,Manual,19.5,1199,88.76,5,681950
Toyota Innova,Toyota,Innova,5,80000,Individual,Diesel,Manual,12.99,2494,100.6,7,999205
Maruti Ciaz,Maruti,Ciaz,5,40000,Individual,Petrol,Manual,20.73,1373,91.1,5,685210
Volkswagen Polo,Volkswagen,Polo,9,58000,Dealer,Petrol,Manual,18.78,999,75.0,5,283505
Maruti Wagon R,Maruti,Wagon R,14,70000,Individual,Petrol,Manual,18.9,1061,67.0,5,116240
Mahindra Scorpio,Mahindra,Scorpio,2,70000,Individual,Diesel,Manual,9.0,2179,120.0,5,995252
Ford Ecosport,Ford,Ecosport,4,26000,Individual,Diesel,Manual,23.0,1498,98.96,5,745482
Hyundai Creta,Hyundai,Creta,5,43031,Dealer,Diesel,Manual,21.38,1396,88.7,5,743070
Hyundai Grand,Hyundai,Grand,4,25100,Dealer,Petrol,Manual,18.9,1197,82.0,5,502222
Maruti Wagon R,Maruti,Wagon R,7,37000,Individual,Petrol,Manual,20.51,998,67.04,5,304330
Mahindra Scorpio,Mahindra,Scorpio,7,120000,Individual,Diesel,Automatic,11.79,2179,120.0,8,703110
Maruti Ciaz,Maruti,Ciaz,6,67181,Dealer,Diesel,Manual,26.21,1248,88.5,5,573550
Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,8,70000,Dealer,Diesel,Automatic,11.3,2987,254.8,7,3149340
Maruti Swift,Maruti,Swift,4,43733,Dealer,Petrol,Manual,20.4,1197,81.8,5,547490
Mahindra Scorpio,Mahindra,Scorpio,6,120000,Individual,Diesel,Manual,15.4,2179,120.0,7,896983
Hyundai i10,Hyundai,i10,11,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,173324
Mahindra Scorpio,Mahindra,Scorpio,5,55000,Dealer,Diesel,Manual,15.4,2179,120.0,8,1066350
Maruti Alto,Maruti,Alto,3,29000,Individual,Petrol,Manual,24.7,796,47.3,5,276331
Maruti Ertiga,Maruti,Ertiga,5,84000,Dealer,Diesel,Manual,24.52,1248,88.5,7,739700
Jeep Compass,Jeep,Compass,3,40000,Individual,Diesel,Manual,17.1,1956,170.0,5,1687240
Ford Ecosport,Ford,Ecosport,5,55000,Dealer,Diesel,Manual,22.7,1498,89.84,5,627970
Maruti Ciaz,Maruti,Ciaz,6,75000,Dealer,Diesel,Manual,28.09,1248,88.5,5,654000
Datsun GO,Datsun,GO,2,10000,Individual,Petrol,Manual,19.83,1198,67.0,5,507298
Ford Ecosport,Ford,Ecosport,5,72000,Dealer,Diesel,Manual,21.7,1498,98.96,5,662748
BMW 3,BMW,3,5,71000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,2380150
Ford Freestyle,Ford,Freestyle,2,10000,Individual,Diesel,Manual,24.4,1498,98.63,5,858400
Hyundai i20,Hyundai,i20,4,24000,Dealer,Diesel,Manual,22.54,1396,88.73,5,715200
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,8,68000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1666330
Maruti Ciaz,Maruti,Ciaz,1,5000,Individual,Diesel,Manual,26.32,1498,93.87,5,881750
Maruti Swift Dzire,Maruti,Swift Dzire,10,70000,Individual,Petrol,Manual,17.5,1197,85.8,5,296215
Ford Figo,Ford,Figo,9,35000,Dealer,Petrol,Manual,15.6,1196,70.0,5,305940
Volkswagen Polo,Volkswagen,Polo,11,39800,Individual,Petrol,Manual,16.47,1198,73.9,5,258597
Maruti Ciaz,Maruti,Ciaz,7,43612,Dealer,Petrol,Manual,20.73,1373,91.1,5,555520
Hyundai Grand,Hyundai,Grand,4,33000,Dealer,Petrol,Manual,18.9,1197,81.86,5,500690
Maruti Alto,Maruti,Alto,2,20000,Individual,Petrol,Manual,23.95,998,67.05,5,368569
Honda City,Honda,City,9,60000,Individual,Petrol,Automatic,16.8,1497,116.4,5,500860
Jaguar XE,Jaguar,XE,4,15000,Dealer,Petrol,Automatic,13.6,1999,197.13,5,3130650
Maruti Swift,Maruti,Swift,7,75328,Dealer,Petrol,Manual,21.21,1197,81.8,5,419320
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,17000,Dealer,Diesel,Automatic,19.27,2143,167.62,5,3259650
Maruti Swift,Maruti,Swift,11,74000,Dealer,Diesel,Manual,28.4,1248,74.0,5,266000
Maruti Wagon R,Maruti,Wagon R,9,43000,Dealer,Petrol,Manual,21.79,998,67.05,5,293770
Toyota Innova,Toyota,Innova,6,70000,Dealer,Diesel,Manual,12.99,2494,100.0,7,1036725
Maruti Swift,Maruti,Swift,11,78300,Dealer,Petrol,Manual,16.1,1197,85.0,5,267500
Hyundai Tucson,Hyundai,Tucson,4,62450,Dealer,Diesel,Automatic,16.38,1995,182.46,5,1714423
Mahindra XUV500,Mahindra,XUV500,2,10000,Individual,Diesel,Manual,15.1,2179,152.87,7,1679500
Hyundai Verna,Hyundai,Verna,5,53400,Dealer,Petrol,Manual,17.01,1591,121.3,5,679700
Toyota Fortuner,Toyota,Fortuner,2,590000,Dealer,Diesel,Manual,14.24,2755,174.5,7,2795883
Maruti Baleno,Maruti,Baleno,3,17947,Dealer,Petrol,Automatic,21.4,1197,83.1,5,758570
Maruti Baleno,Maruti,Baleno,2,10000,Dealer,Petrol,Manual,21.4,1197,83.1,5,598260
Maruti Alto,Maruti,Alto,4,27265,Dealer,Petrol,Automatic,23.95,998,67.1,5,382460
Mahindra XUV500,Mahindra,XUV500,4,112000,Dealer,Diesel,Manual,16.0,2179,140.0,7,1250800
Hyundai Creta,Hyundai,Creta,4,55321,Dealer,Diesel,Manual,19.67,1582,126.2,5,1075750
Ford Ecosport,Ford,Ecosport,6,61000,Dealer,Petrol,Automatic,14.7,1496,120.69,5,672800
Mahindra Bolero,Mahindra,Bolero,5,120000,Individual,Diesel,Manual,15.96,2523,62.1,9,529002
Maruti Alto,Maruti,Alto,8,70000,Individual,Petrol,Manual,22.74,796,47.3,5,176780
Ford Figo,Ford,Figo,5,35000,Dealer,Petrol,Manual,18.16,1196,86.8,5,483800
Renault KWID,Renault,KWID,4,25000,Dealer,Petrol,Manual,23.01,999,67.0,5,345492
Maruti Alto,Maruti,Alto,11,100000,Individual,Petrol,Manual,19.7,796,46.3,5,161835
Hyundai Santro,Hyundai,Santro,2,20660,Dealer,CNG,Manual,30.48,1086,58.0,5,522018
Ford Figo,Ford,Figo,9,55261,Dealer,Diesel,Manual,20.0,1399,68.05,5,247300
Maruti Wagon R,Maruti,Wagon R,6,56931,Dealer,Petrol,Manual,20.51,998,67.04,5,374151
Hyundai i20,Hyundai,i20,3,30000,Dealer,Petrol,Manual,17.19,1197,81.86,5,744305
Honda City,Honda,City,3,20000,Dealer,Petrol,Manual,17.8,1498,119.35,5,1123915
Hyundai i20,Hyundai,i20,10,52000,Dealer,Petrol,Manual,18.5,1197,80.0,5,330083
Maruti Baleno,Maruti,Baleno,4,40000,Dealer,Diesel,Manual,27.39,1248,74.0,5,703750
Hyundai Grand,Hyundai,Grand,7,15408,Dealer,Petrol,Manual,18.9,1197,81.86,5,458030
Hyundai Grand,Hyundai,Grand,4,50021,Dealer,Petrol,Manual,18.9,1197,82.0,5,479780
Honda Amaze,Honda,Amaze,3,70000,Individual,Petrol,Automatic,18.1,1199,88.7,5,593223
Maruti Swift,Maruti,Swift,5,85263,Dealer,Diesel,Manual,25.2,1248,74.0,5,537683
Maruti Ertiga,Maruti,Ertiga,9,100000,Individual,Diesel,Manual,20.77,1248,88.8,7,542915
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,68000,Dealer,Diesel,Automatic,13.0,2143,201.1,5,2007300
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,22800,Dealer,Petrol,Automatic,11.74,1796,186.0,5,1177380
Skoda Superb,Skoda,Superb,12,98000,Dealer,Diesel,Automatic,17.2,1968,138.03,5,516350
Toyota Fortuner,Toyota,Fortuner,11,182432,Dealer,Diesel,Manual,11.5,2982,171.0,7,1103240
Maruti Swift,Maruti,Swift,1,10000,Individual,Petrol,Manual,21.21,1197,81.8,5,615582
Maruti Celerio,Maruti,Celerio,4,7500,Individual,Petrol,Manual,23.1,998,67.04,5,451390
Hyundai Santro,Hyundai,Santro,14,60000,Individual,Petrol,Manual,17.8,1086,63.0,5,110925
Honda City,Honda,City,6,70500,Dealer,Diesel,Manual,26.0,1498,98.6,5,620543
Honda City,Honda,City,5,47129,Dealer,Diesel,Manual,26.0,1498,98.6,5,658665
Hyundai Verna,Hyundai,Verna,5,35000,Individual,Diesel,Manual,24.8,1396,88.7,5,784957
Audi A4,Audi,A4,11,74000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1017450
Mahindra XUV500,Mahindra,XUV500,3,27300,Individual,Diesel,Automatic,15.1,2179,152.87,7,1544350
Ford Ecosport,Ford,Ecosport,3,11000,Dealer,Petrol,Automatic,14.8,1497,121.36,5,1064800
Maruti Ciaz,Maruti,Ciaz,4,34834,Dealer,Petrol,Manual,20.73,1373,91.1,5,773525
Mahindra Scorpio,Mahindra,Scorpio,7,30000,Dealer,Diesel,Manual,15.4,1997,120.0,9,952097
Hyundai Grand,Hyundai,Grand,6,45000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,472260
Hyundai Grand,Hyundai,Grand,5,8700,Dealer,Petrol,Manual,18.9,1197,82.0,5,514833
Hyundai Verna,Hyundai,Verna,9,78000,Dealer,Petrol,Manual,17.1,1591,121.3,5,450450
Renault KWID,Renault,KWID,4,10000,Individual,Petrol,Manual,25.17,799,53.3,5,337685
Maruti Ciaz,Maruti,Ciaz,5,77185,Dealer,Petrol,Manual,20.73,1373,91.1,5,602430
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,8,77000,Dealer,Diesel,Automatic,19.27,2143,167.62,5,1325200
Audi A4,Audi,A4,5,51000,Dealer,Diesel,Automatic,18.25,1968,187.74,5,2112350
Toyota Innova,Toyota,Innova,10,118000,Dealer,Diesel,Manual,12.8,2494,102.0,8,756100
Maruti Swift Dzire,Maruti,Swift Dzire,4,48000,Dealer,Diesel,Automatic,28.4,1248,74.02,5,775575
Maruti Wagon R,Maruti,Wagon R,4,3192,Dealer,Petrol,Manual,20.51,998,67.04,5,450540
Honda Amaze,Honda,Amaze,5,62156,Dealer,Diesel,Manual,25.8,1498,98.6,5,547750
Toyota Innova,Toyota,Innova,8,148712,Dealer,Diesel,Manual,12.99,2494,100.6,7,931550
Maruti Celerio,Maruti,Celerio,5,36000,Dealer,Petrol,Automatic,23.1,998,67.04,5,415340
Maruti Ciaz,Maruti,Ciaz,4,64000,Dealer,Diesel,Manual,28.09,1248,88.5,5,702420
Maruti Celerio,Maruti,Celerio,3,20365,Trustmark Dealer,Petrol,Manual,23.1,998,67.04,5,413122
Toyota Innova,Toyota,Innova,12,180000,Individual,Diesel,Manual,12.8,2494,102.0,7,470360
Maruti Swift Dzire,Maruti,Swift Dzire,5,50000,Dealer,Diesel,Manual,19.3,1248,73.9,5,667250
Hyundai Santro,Hyundai,Santro,14,56000,Dealer,Petrol,Manual,17.8,1086,63.0,5,158780
Hyundai Grand,Hyundai,Grand,4,17000,Individual,Petrol,Manual,18.9,1197,82.0,5,517677
BMW X3,BMW,X3,1,34000,Dealer,Diesel,Automatic,18.56,1995,190.0,5,3658190
Maruti Wagon R,Maruti,Wagon R,12,69000,Dealer,Petrol,Manual,21.79,998,67.05,5,162691
Volkswagen Vento,Volkswagen,Vento,8,100000,Dealer,Diesel,Manual,20.34,1498,103.2,5,431437
Toyota Fortuner,Toyota,Fortuner,11,110000,Dealer,Diesel,Manual,11.5,2982,171.0,7,996450
Ford Aspire,Ford,Aspire,4,70000,Individual,Diesel,Manual,25.83,1498,99.0,5,625693
Honda City,Honda,City,14,77433,Dealer,Petrol,Manual,12.8,1493,100.0,5,249260
Hyundai i10,Hyundai,i10,5,35000,Individual,Petrol,Manual,19.81,1086,68.05,5,362980
Maruti Wagon R,Maruti,Wagon R,8,33000,Dealer,Petrol,Manual,18.9,998,67.1,5,320520
Honda City,Honda,City,12,58000,Dealer,Petrol,Manual,17.0,1497,118.0,5,278983
Hyundai Verna,Hyundai,Verna,8,74000,Dealer,Petrol,Manual,17.01,1591,121.3,5,476730
Maruti Baleno,Maruti,Baleno,4,20000,Individual,Petrol,Manual,21.4,1197,83.1,5,529705
Maruti Swift,Maruti,Swift,6,101000,Dealer,Diesel,Manual,28.4,1248,74.0,5,470550
Hyundai i20,Hyundai,i20,5,49515,Dealer,Petrol,Manual,18.5,1197,80.0,5,559889
Honda City,Honda,City,4,32000,Dealer,Petrol,Manual,17.4,1497,117.6,5,794275
Ford Figo,Ford,Figo,11,45000,Dealer,Petrol,Manual,15.6,1196,70.0,5,224990
Tata Hexa,Tata,Hexa,3,57000,Individual,Diesel,Manual,17.6,2179,147.94,7,1261330
Mahindra Bolero,Mahindra,Bolero,3,50000,Individual,Diesel,Manual,16.5,1493,70.0,7,726055
Maruti Swift Dzire,Maruti,Swift Dzire,4,120000,Individual,Petrol,Manual,19.0,1197,85.8,5,499900
Toyota Innova,Toyota,Innova,8,117000,Dealer,Diesel,Manual,12.99,2494,100.0,7,919610
Hyundai i20,Hyundai,i20,5,75000,Individual,Petrol,Manual,18.6,1197,81.83,5,460900
Maruti Ciaz,Maruti,Ciaz,6,48000,Dealer,Diesel,Manual,26.21,1248,88.5,5,564944
Maruti Wagon R,Maruti,Wagon R,7,46652,Trustmark Dealer,Petrol,Manual,20.51,998,67.04,5,313629
Hyundai i10,Hyundai,i10,12,57000,Individual,Petrol,Manual,19.81,1086,68.05,5,201456
Skoda Rapid,Skoda,Rapid,7,63063,Dealer,Diesel,Manual,20.5,1598,103.5,5,437320
Maruti Alto,Maruti,Alto,3,12000,Individual,Petrol,Manual,24.7,796,47.3,5,285246
Honda WR-V,Honda,WR-V,2,23500,Dealer,Petrol,Manual,17.5,1199,88.7,5,827480
BMW 5,BMW,5,7,76000,Dealer,Diesel,Automatic,18.12,1995,190.0,5,2120660
Maruti Baleno,Maruti,Baleno,3,50000,Individual,Petrol,Manual,21.4,1197,83.1,5,590544
Maruti Celerio,Maruti,Celerio,6,11668,Individual,Petrol,Manual,23.1,998,67.04,5,408490
Volkswagen Polo,Volkswagen,Polo,4,35000,Dealer,Petrol,Automatic,17.21,1197,103.6,5,783480
Maruti Alto,Maruti,Alto,9,43043,Individual,Petrol,Manual,20.92,998,67.1,5,230669
Hyundai i10,Hyundai,i10,5,47000,Dealer,Petrol,Manual,20.36,1197,78.9,5,423165
Hyundai i20,Hyundai,i20,7,100000,Individual,Diesel,Manual,22.54,1396,88.73,5,500663
Honda Jazz,Honda,Jazz,3,31909,Dealer,Petrol,Manual,18.7,1199,88.7,5,657407
Maruti Eeco,Maruti,Eeco,2,40000,Individual,CNG,Manual,21.94,1196,61.7,5,392542
Hyundai i10,Hyundai,i10,11,171289,Individual,Petrol,Manual,20.36,1197,78.9,5,187470
Maruti Wagon R,Maruti,Wagon R,6,22000,Dealer,Petrol,Manual,20.51,998,67.04,5,371970
Honda CR-V,Honda,CR-V,6,80000,Dealer,Petrol,Automatic,13.7,1997,153.86,5,1296490
Maruti Eeco,Maruti,Eeco,8,72000,Dealer,CNG,Manual,20.88,1196,61.7,5,313310
BMW 3,BMW,3,9,41500,Individual,Petrol,Automatic,12.05,1995,154.0,5,1166740
Mahindra Scorpio,Mahindra,Scorpio,2,52484,Dealer,Diesel,Manual,16.36,2179,140.0,7,1448430
Maruti Alto,Maruti,Alto,7,30000,Individual,Petrol,Manual,23.95,998,67.05,5,292769
Hyundai i20,Hyundai,i20,3,114252,Individual,Diesel,Manual,22.54,1396,88.73,5,729303
Hyundai i20,Hyundai,i20,3,29000,Individual,Petrol,Manual,18.6,1197,81.83,5,642548
Skoda Superb,Skoda,Superb,9,55000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,778320
Skoda Rapid,Skoda,Rapid,8,90000,Dealer,Diesel,Manual,20.5,1598,103.5,5,408395
Maruti Alto,Maruti,Alto,12,60000,Individual,Petrol,Manual,19.7,796,46.3,5,118167
Hyundai Verna,Hyundai,Verna,7,61950,Dealer,Diesel,Manual,22.32,1582,126.32,5,573920
Maruti Swift,Maruti,Swift,6,56000,Dealer,Diesel,Manual,25.2,1248,74.0,5,524623
Hyundai Creta,Hyundai,Creta,5,110000,Individual,Diesel,Manual,21.38,1396,88.7,5,848830
Maruti Swift,Maruti,Swift,4,45000,Dealer,Diesel,Manual,28.4,1248,74.0,5,688365
Hyundai Verna,Hyundai,Verna,4,10000,Dealer,Diesel,Manual,23.9,1582,126.32,5,1009200
Maruti Wagon R,Maruti,Wagon R,6,60000,Individual,Petrol,Automatic,20.51,998,67.0,5,393500
Maruti Wagon R,Maruti,Wagon R,3,53237,Trustmark Dealer,CNG,Manual,26.6,998,58.16,5,425990
Hyundai i20,Hyundai,i20,6,80131,Dealer,Diesel,Manual,22.54,1396,88.73,5,553990
Honda City,Honda,City,6,50000,Dealer,Petrol,Automatic,18.0,1497,117.3,5,630420
Hyundai i20,Hyundai,i20,6,51000,Individual,Petrol,Manual,18.6,1197,81.83,5,450019
Honda Jazz,Honda,Jazz,3,19000,Dealer,Petrol,Automatic,18.2,1199,88.7,5,731670
Mahindra XUV500,Mahindra,XUV500,6,42000,Dealer,Diesel,Manual,15.1,2179,140.0,7,811250
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,12,78000,Individual,Diesel,Automatic,14.21,2143,203.0,5,967950
Maruti Alto,Maruti,Alto,15,74650,Dealer,Petrol,Manual,19.7,796,46.3,5,113270
Hyundai Grand,Hyundai,Grand,5,19000,Dealer,Petrol,Manual,18.9,1197,82.0,5,523075
Skoda Superb,Skoda,Superb,12,70000,Dealer,Petrol,Automatic,13.7,1798,157.75,5,355560
Maruti Swift,Maruti,Swift,13,93000,Dealer,Petrol,Manual,16.1,1298,88.2,5,231222
Tata Tiago,Tata,Tiago,2,12000,Individual,Petrol,Manual,23.84,1199,84.0,5,507301
Maruti Alto,Maruti,Alto,5,71000,Dealer,Petrol,Manual,24.7,796,47.3,5,307670
Maruti Wagon R,Maruti,Wagon R,9,60000,Individual,CNG,Manual,26.2,998,58.2,5,279737
Hyundai i20,Hyundai,i20,4,48000,Individual,Petrol,Manual,17.19,1197,81.86,5,643858
Maruti Swift,Maruti,Swift,8,55204,Dealer,Diesel,Manual,22.9,1248,74.0,5,414640
Hyundai Verna,Hyundai,Verna,8,66000,Individual,Diesel,Manual,22.32,1582,126.32,5,595265
Hyundai Venue,Hyundai,Venue,2,10000,Individual,Petrol,Automatic,18.15,998,118.35,5,1111600
Toyota Innova,Toyota,Innova,12,150000,Dealer,Diesel,Manual,12.8,2494,102.0,8,733305
Honda Civic,Honda,Civic,15,100000,Individual,Petrol,Manual,13.5,1799,130.0,5,128060
Maruti Swift Dzire,Maruti,Swift Dzire,9,14000,Dealer,Diesel,Manual,28.4,1248,74.02,5,486630
Toyota Innova,Toyota,Innova,10,113200,Dealer,Diesel,Manual,12.99,2494,100.6,7,617167
Maruti Wagon R,Maruti,Wagon R,7,35000,Individual,Petrol,Manual,20.51,998,67.04,5,310655
Maruti Swift Dzire,Maruti,Swift Dzire,4,124000,Dealer,Diesel,Manual,23.4,1248,74.0,5,617050
Volkswagen Polo,Volkswagen,Polo,7,62051,Dealer,Diesel,Manual,20.14,1498,88.8,5,512930
Honda City,Honda,City,10,72000,Individual,Petrol,Manual,17.0,1497,118.0,5,389727
Maruti Swift Dzire,Maruti,Swift Dzire,9,80000,Individual,Petrol,Manual,17.5,1197,85.8,5,365848
Ford Figo,Ford,Figo,9,70000,Individual,Diesel,Manual,20.0,1399,68.0,5,212129
Maruti Wagon R,Maruti,Wagon R,6,45243,Dealer,Petrol,Manual,18.9,998,67.1,5,346417
Maruti Alto,Maruti,Alto,2,40000,Individual,Petrol,Manual,24.7,796,47.3,5,308999
Maruti Swift,Maruti,Swift,3,40000,Individual,Petrol,Automatic,22.0,1197,81.8,5,603377
Mahindra Bolero,Mahindra,Bolero,2,20000,Individual,Diesel,Manual,16.5,1493,70.0,7,780142
Hyundai i20,Hyundai,i20,8,96000,Individual,Diesel,Manual,21.9,1396,88.8,5,364907
